,Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_people,total_nights,trip_length,group_size
8214,tour_id3rl3ysct,ZAMBIA,45-64,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,Low Cost,1.0,6,Normal,small
8215,tour_id9oyebh46,ITALY,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,7,Yes,Higher Cost,2.0,21,extended,small
8216,tour_idgb8b8lfs,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,8,Yes,High Cost,2.0,15,extended,small
8217,tour_id52p87dog,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,7,Yes,Higher Cost,2.0,14,Normal,small
8218,tour_idn2t2b6o8,ZAMBIA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,1.0,3,Normal,small
8219,tour_idy7ic9pqw,KENYA,18-24,,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,25,0,No,Low Cost,1.0,25,extended,small
8220,tour_idvmblo4a9,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,3,Yes,Normal Cost,2.0,13,Normal,small
8221,tour_idex85uk4w,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost,1.0,7,Normal,small
8222,tour_idyvveub7h,SWEDEN,65+,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,7,Yes,Normal Cost,2.0,14,Normal,small
8223,tour_id06rg4bzl,AUSTRIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost,1.0,7,Normal,small
8224,tour_idahd7fkjg,ITALY,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Normal Cost,2.0,7,Normal,small
8225,tour_idqpi0lh3y,SOUTH AFRICA,25-44,With Spouse,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,7,0,Yes,Higher Cost,1.0,7,Normal,small
8226,tour_idklb22re2,UNITED KINGDOM,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost,3.0,7,Normal,small
8227,tour_id1stqe42m,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Normal Cost,1.0,7,Normal,small
8228,tour_idbahk2v7t,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost,1.0,10,Normal,small
8229,tour_idgrzmkmwp,ZIMBABWE,18-24,With Other Friends/Relatives,0.0,2.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,2.0,2,Normal,small
8230,tour_id9yw7myoe,SINGAPORE,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,2.0,2,Normal,small
8231,tour_idnbmcfi87,BELGIUM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,8,Yes,Higher Cost,2.0,15,extended,small
8232,tour_idtz3q8su3,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost,1.0,6,Normal,small
8233,tour_idrgtni7zr,FRANCE,18-24,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost,3.0,10,Normal,small
8234,tour_idm94od09e,INDIA,25-44,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,89,0,Yes,Lower Cost,1.0,89,staycation,small
8235,tour_idk5rh568q,AUSTRIA,45-64,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,10,Yes,High Cost,2.0,10,Normal,small
8236,tour_idqg2wddvq,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,11,0,No,Higher Cost,2.0,11,Normal,small
8237,tour_id6gq6608f,ITALY,18-24,With Spouse and Children,1.0,3.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,9,Yes,Higher Cost,4.0,9,Normal,small
8238,tour_id8a8ele1d,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,11,3,Yes,Normal Cost,1.0,14,Normal,small
8239,tour_idxw2m3naz,KENYA,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,3,No,Normal Cost,1.0,6,Normal,small
8240,tour_idy8eadmbi,UNITED KINGDOM,25-44,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,16,5,Yes,Higher Cost,3.0,21,extended,small
8241,tour_idmrufz20p,NETHERLANDS,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,27,0,No,Low Cost,2.0,27,extended,small
8242,tour_idghcnyc8j,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,No,Yes,No,No,No,8,7,Yes,Higher Cost,2.0,15,extended,small
8243,tour_idxwedzt6o,UNITED KINGDOM,18-24,Alone,1.0,0.0,Volunteering,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,15,0,Yes,Normal Cost,1.0,15,extended,small
8244,tour_idioyficnb,SWEDEN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,6,Yes,Normal Cost,2.0,6,Normal,small
8245,tour_id17v5q3ee,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,High Cost,1.0,11,Normal,small
8246,tour_idyoq2u0sv,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost,1.0,4,Normal,small
8247,tour_idyvvvd60f,FRANCE,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,Yes,High Cost,1.0,8,Normal,small
8248,tour_idccdz06zj,CHINA,25-44,Alone,1.0,0.0,Business,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,7,0,Yes,Normal Cost,1.0,7,Normal,small
8249,tour_idhmwi1172,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost,1.0,2,Normal,small
8250,tour_idam0pmgc7,GERMANY,45-64,With Other Friends/Relatives,3.0,2.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Yes,Low Cost,5.0,15,extended,small
8251,tour_idoopupbxw,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,15,0,Yes,Higher Cost,2.0,15,extended,small
8252,tour_idxlhw9bcf,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,Normal,small
8253,tour_idzhgouswc,UAE,25-44,,0.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost,1.0,3,Normal,small
8254,tour_id7luwvt4w,QATAR,45-64,With Spouse and Children,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,7,0,Yes,Normal Cost,4.0,7,Normal,small
8255,tour_idshyoqkyi,UGANDA,25-44,With Other Friends/Relatives,0.0,2.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,2.0,2,Normal,small
8256,tour_id9w9bqcqy,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,6,5,Yes,Higher Cost,2.0,11,Normal,small
8257,tour_idxj61pwpz,CANADA,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,No,No,Yes,No,15,0,No,High Cost,1.0,15,extended,small
8258,tour_idkm8uw6x7,NETHERLANDS,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost,2.0,15,extended,small
8259,tour_idf3cjd92q,COLOMBIA,25-44,With Other Friends/Relatives,0.0,1.0,Business,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,22,0,Yes,Normal Cost,1.0,22,extended,small
8260,tour_id012yybsd,UNITED STATES OF AMERICA,18-24,Alone,1.0,0.0,Volunteering,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,150,0,No,Normal Cost,1.0,150,staycation,small
8261,tour_id5byn17q1,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost,2.0,6,Normal,small
8262,tour_idn8qhfclq,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost,1.0,7,Normal,small
8263,tour_idg7w4c4fn,UGANDA,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,Lower Cost,1.0,6,Normal,small
8264,tour_idxx7k88zz,FRANCE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,5,Yes,Higher Cost,2.0,12,Normal,small
8265,tour_id7526ng9r,NIGERIA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,Trade fair,Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,1.0,2,Normal,small
8266,tour_id5o0ep35s,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,0.0,2.0,Business,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost,2.0,2,Normal,small
8267,tour_idwzm34mx3,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,Higher Cost,2.0,12,Normal,small
8268,tour_iddkfctrbs,ZIMBABWE,45-64,With Other Friends/Relatives,0.0,2.0,Business,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,1,0,Yes,Low Cost,2.0,1,Normal,small
8269,tour_iditgpasg9,UNITED KINGDOM,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,16,4,Yes,Normal Cost,1.0,20,extended,small
8270,tour_idh0mcaqxc,SPAIN,18-24,Alone,1.0,0.0,Volunteering,Cultural Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,32,0,Yes,Higher Cost,1.0,32,longer,small
8271,tour_id62z73wy5,FRANCE,25-44,With Other Friends/Relatives,3.0,3.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,10,Yes,Higher Cost,6.0,10,Normal,big
8272,tour_id7bywtwji,ZAMBIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost,1.0,5,Normal,small
8273,tour_idgljw13lr,NETHERLANDS,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,High Cost,1.0,5,Normal,small
8274,tour_ids4b7njt3,ARGENTINA,65+,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost,1.0,6,Normal,small
8275,tour_idk1xdye9t,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Yes,High Cost,2.0,6,Normal,small
8276,tour_idlg82wfnx,FRANCE,18-24,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,25,0,Yes,Normal Cost,1.0,25,extended,small
8277,tour_idj6d5hwfr,SOUTH AFRICA,65+,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,7,0,Yes,Highest Cost,2.0,7,Normal,small
8278,tour_idfeb193kk,FINLAND,18-24,Alone,1.0,0.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,160,4,Yes,Normal Cost,1.0,164,staycation,small
8279,tour_idjw3qf7y2,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,4,Yes,Higher Cost,2.0,18,extended,small
8280,tour_idpwf4zcyr,KENYA,25-44,With Spouse and Children,3.0,3.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,No,Lower Cost,6.0,7,Normal,big
8281,tour_idejb668pb,ITALY,45-64,With Spouse and Children,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,7,6,Yes,Higher Cost,4.0,13,Normal,small
8282,tour_id172boyw3,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Business,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,16,4,No,Normal Cost,1.0,20,extended,small
8283,tour_idcfn993px,FRANCE,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,High Cost,1.0,7,Normal,small
8284,tour_id5mxgt9oa,UNITED STATES OF AMERICA,65+,With Spouse,3.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Lower Cost,4.0,10,Normal,small
8285,tour_idai7ybyu3,SOUTH AFRICA,25-44,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,No,Higher Cost,4.0,7,Normal,small
8286,tour_idu3yvpt9w,AUSTRALIA,18-24,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,Normal Cost,1.0,4,Normal,small
8287,tour_id54psn7o0,KENYA,45-64,With Other Friends/Relatives,12.0,40.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3,Yes,Highest Cost,52.0,3,Normal,massive
8288,tour_idh5tr0mqm,GERMANY,18-24,With Other Friends/Relatives,6.0,4.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,Yes,No,No,14,0,Yes,Higher Cost,10.0,14,Normal,big
8289,tour_idakkdl4m3,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,2,19,No,High Cost,2.0,21,extended,small
8290,tour_idnce5t11p,SWIZERLAND,25-44,Alone,0.0,1.0,Other,Hunting Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,2,0,No,High Cost,1.0,2,Normal,small
8291,tour_idcpx539b8,AUSTRALIA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4,Yes,Low Cost,1.0,11,Normal,small
8292,tour_idqrgkc4xs,SOUTH AFRICA,45-64,Alone,1.0,0.0,Business,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost,1.0,2,Normal,small
8293,tour_idq3cxnp29,UNITED STATES OF AMERICA,65+,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost,2.0,5,Normal,small
8294,tour_idmk5x01u0,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost,2.0,7,Normal,small
8295,tour_ido2w9k7s2,ZAMBIA,25-44,With Children,0.0,2.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost,2.0,2,Normal,small
8296,tour_idwc47vcgk,ZAMBIA,25-44,With Other Friends/Relatives,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost,2.0,10,Normal,small
8297,tour_idh2gatpd5,KENYA,25-44,,1.0,0.0,Business,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,Normal,small
8298,tour_idpgmuw2w1,SOUTH AFRICA,45-64,With Other Friends/Relatives,0.0,2.0,Business,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,2.0,2,Normal,small
8299,tour_idxea92vy9,CHINA,25-44,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,4.0,3,Normal,small
8300,tour_idu3v7so98,KENYA,65+,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost,1.0,7,Normal,small
8301,tour_idmnybf9v6,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,Tanzania Mission Abroad,Package Tour,No,No,No,No,No,No,No,15,4,Yes,Normal Cost,1.0,19,extended,small
8302,tour_idimhi358p,MALT,25-44,With Other Friends/Relatives,2.0,2.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,High Cost,4.0,4,Normal,small
8303,tour_ids4kforax,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost,2.0,5,Normal,small
8304,tour_idaccg3fa5,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost,2.0,7,Normal,small
8305,tour_idtusuely2,UNITED KINGDOM,25-44,With Other Friends/Relatives,2.0,0.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,0,Yes,High Cost,2.0,9,Normal,small
8306,tour_idcv76mj8n,NETHERLANDS,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Bird Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,25,5,Yes,High Cost,2.0,30,extended,small
8307,tour_idr2l979sy,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Lower Cost,2.0,7,Normal,small
8308,tour_idq0qxqmhj,UNITED KINGDOM,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,5,Yes,Higher Cost,4.0,11,Normal,small
8309,tour_id0ohdctgo,NEW ZEALAND,45-64,Alone,0.0,1.0,Leisure and Holidays,Bird Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,3,0,No,High Cost,1.0,3,Normal,small
8310,tour_id0gcdbdrn,AUSTRALIA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,6,5,Yes,Highest Cost,2.0,11,Normal,small
8311,tour_id561hfj2n,UNITED KINGDOM,45-64,With Spouse and Children,1.0,4.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,No,Yes,No,8,0,Yes,Higher Cost,5.0,8,Normal,small
8312,tour_idbnqj37i0,AUSTRALIA,18-24,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,10,Yes,High Cost,1.0,15,extended,small
8313,tour_idcvwcaht0,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,4,Yes,Higher Cost,2.0,4,Normal,small
8314,tour_iduv8ndgmc,UNITED STATES OF AMERICA,<18,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,Yes,Normal Cost,1.0,20,extended,small
8315,tour_iddbqm10q7,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
8316,tour_idpjv6bl0w,GERMANY,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,8,0,Yes,Higher Cost,1.0,8,Normal,small
8317,tour_idx7zpt29s,KENYA,65+,Alone,0.0,1.0,Scientific and Academic,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,Normal Cost,1.0,12,Normal,small
8318,tour_idb4p7k0ab,CANADA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,6,3,Yes,Higher Cost,2.0,9,Normal,small
8319,tour_idxoaho8ue,ZAMBIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,Normal,small
8320,tour_idk876rz40,SWEDEN,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost,1.0,10,Normal,small
8321,tour_ideh40bfpt,SWAZILAND,25-44,Alone,0.0,1.0,Meetings and Conference,Bird Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost,1.0,6,Normal,small
8322,tour_idy6lwmyhr,SOUTH AFRICA,25-44,With Other Friends/Relatives,2.0,2.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,90,0,No,Lower Cost,4.0,90,staycation,small
8323,tour_idltkmyydv,KENYA,45-64,Alone,0.0,1.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost,1.0,7,Normal,small
8324,tour_idtonl4mwj,UNITED ARAB EMIRATES,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,5,3,Yes,Normal Cost,1.0,8,Normal,small
8325,tour_idrm2pr8lb,ITALY,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,16,0,Yes,High Cost,1.0,16,extended,small
8326,tour_id0f721yy2,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,5,0,Yes,Higher Cost,4.0,5,Normal,small
8327,tour_idacqifcsb,ZIMBABWE,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,0,No,Lower Cost,1.0,17,extended,small
8328,tour_idmcfl58dv,KENYA,25-44,With Other Friends/Relatives,3.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,No,High Cost,5.0,6,Normal,small
